"filename", "language", "JavaScript", "PHP", "JSON with Comments", "JSON", "XML", "YAML", "Markdown", "CSS", "HTML", "comment", "blank", "total"
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-gl.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-he.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-hi.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-hr.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-hu.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-hy.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-id.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-it.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ja.php", "PHP", 0, 13, 0, 0, 0, 0, 0, 0, 0, 13, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ka.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ko.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-lt.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-lv.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-mg.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ms.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-nb.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-nl.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 5, 3, 30
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-pl.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-pt_br.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 8, 3, 31
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ro.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-ru.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-sk.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 6, 3, 31
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-sl.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr_latn.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-sv.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-tl.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-tr.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 9, 3, 32
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-uk.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-vi.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh_cn.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\src\Exception.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 0, 28, 4, 41
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\src\OAuth.php", "PHP", 0, 46, 0, 0, 0, 0, 0, 0, 0, 79, 15, 140
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\src\PHPMailer.php", "PHP", 0, 2745, 0, 0, 0, 0, 0, 0, 0, 1834, 370, 4949
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\src\POP3.php", "PHP", 0, 171, 0, 0, 0, 0, 0, 0, 0, 229, 49, 449
"c:\xampp\htdocs\VegaExpress\vendor\phpmailer\phpmailer\src\SMTP.php", "PHP", 0, 717, 0, 0, 0, 0, 0, 0, 0, 598, 141, 1456
"Total", "-", 12835, 8982, 8, 449, 81, 15, 476, 35115, 106, 6247, 14092, 78406
